cluster_id,pdb_code,pKd,dG,partition,partition_id,protein_name,subset_H,subset_S,subset_V,num_decoy_poses
48,5tmn,8.04,-10.9344,"(-12.164, -10.815]",7,Thermolysin,H2,S1,V2,91
49,1bcu,3.28,-4.4608,"(-5.418, -4.069]",2,Thrombin light chain,H1,S1,V2,100
49,1oyt,7.24,-9.846400000000001,"(-10.815, -9.466]",6,Thrombin light chain,H1,S1,V2,78
49,2zda,8.4,-11.424000000000001,"(-12.164, -10.815]",7,Thrombin light chain,H1,S1,V2,85
49,3bv9,5.36,-7.289600000000001,"(-8.116, -6.767]",4,Thrombin light chain,H1,S1,V2,94
49,3utu,10.92,-14.8512,"(-14.862, -13.513]",9,Thrombin light chain,H1,S1,V2,96
50,4bkt,3.62,-4.9232000000000005,"(-5.418, -4.069]",2,Transcription elongation factor b polypeptide 2,H3,S1,V1,85
50,4w9c,4.65,-6.324000000000001,"(-6.767, -5.418]",3,Transcription elongation factor b polypeptide 2,H3,S1,V1,96
50,4w9h,6.73,-9.152800000000001,"(-9.466, -8.116]",5,Transcription elongation factor b polypeptide 2,H3,S1,V1,100
50,4w9i,5.96,-8.1056,"(-8.116, -6.767]",4,Transcription elongation factor b polypeptide 2,H3,S1,V1,99
50,4w9l,5.02,-6.8271999999999995,"(-8.116, -6.767]",4,Transcription elongation factor b polypeptide 2,H3,S1,V1,100
51,3f3a,4.19,-5.698400000000001,"(-6.767, -5.418]",3,Transporter,H3,S3,V2,65
51,3f3c,6.02,-8.1872,"(-9.466, -8.116]",5,Transporter,H3,S3,V2,56
51,3f3d,7.16,-9.7376,"(-10.815, -9.466]",6,Transporter,H3,S3,V2,50
51,3f3e,7.7,-10.472000000000001,"(-10.815, -9.466]",6,Transporter,H3,S3,V2,46
51,4mme,6.5,-8.84,"(-9.466, -8.116]",5,Transporter,H3,S3,V2,74
52,2v7a,8.3,-11.288000000000002,"(-12.164, -10.815]",7,Tyrosine-protein kinase ABL1,H1,S2,V2,99
52,3k5v,6.3,-8.568,"(-9.466, -8.116]",5,Tyrosine-protein kinase ABL1,H1,S2,V2,88
52,3mss,4.66,-6.337600000000001,"(-6.767, -5.418]",3,Tyrosine-protein kinase ABL1,H1,S2,V2,83
52,3pyy,6.86,-9.329600000000001,"(-9.466, -8.116]",5,Tyrosine-protein kinase ABL1,H1,S2,V2,88
52,4twp,10.0,-13.600000000000001,"(-14.862, -13.513]",9,Tyrosine-protein kinase ABL1,H1,S2,V2,92
53,3qgy,7.8,-10.608,"(-10.815, -9.466]",6,Tyrosine-protein kinase itk/tsk,H3,S3,V3,78
53,4m0y,6.46,-8.7856,"(-9.466, -8.116]",5,Tyrosine-protein kinase itk/tsk,H3,S3,V3,80
53,4m0z,5.19,-7.058400000000001,"(-8.116, -6.767]",4,Tyrosine-protein kinase itk/tsk,H3,S3,V3,70
53,4qd6,8.64,-11.7504,"(-12.164, -10.815]",7,Tyrosine-protein kinase itk/tsk,H3,S3,V3,93
53,4rfm,10.05,-13.668000000000003,"(-14.862, -13.513]",9,Tyrosine-protein kinase itk/tsk,H3,S3,V3,95
54,4e5w,7.66,-10.4176,"(-10.815, -9.466]",6,Tyrosine-protein kinase JAK1,H1,S2,V2,100
54,4ivb,8.72,-11.859200000000001,"(-12.164, -10.815]",7,Tyrosine-protein kinase JAK1,H1,S2,V2,76
54,4ivc,10.0,-13.600000000000001,"(-14.862, -13.513]",9,Tyrosine-protein kinase JAK1,H1,S2,V2,71
54,4ivd,9.52,-12.9472,"(-13.513, -12.164]",8,Tyrosine-protein kinase JAK1,H1,S2,V2,72
54,4k77,6.63,-9.0168,"(-9.466, -8.116]",5,Tyrosine-protein kinase JAK1,H1,S2,V2,82
55,4e6q,8.36,-11.3696,"(-12.164, -10.815]",7,Tyrosine-protein kinase JAK2,H1,S3,V2,81
55,4f09,6.7,-9.112,"(-9.466, -8.116]",5,Tyrosine-protein kinase JAK2,H1,S3,V2,87
55,4gfm,7.22,-9.8192,"(-10.815, -9.466]",6,Tyrosine-protein kinase JAK2,H1,S3,V2,83
55,4hge,7.92,-10.7712,"(-10.815, -9.466]",6,Tyrosine-protein kinase JAK2,H1,S3,V2,70
55,4jia,9.22,-12.539200000000001,"(-13.513, -12.164]",8,Tyrosine-protein kinase JAK2,H1,S3,V2,100
56,1bzc,4.92,-6.6912,"(-6.767, -5.418]",3,Tyrosine-protein phosphatase non-receptor type 1,H1,S2,V1,79
56,2hb1,3.8,-5.168,"(-5.418, -4.069]",2,Tyrosine-protein phosphatase non-receptor type 1,H1,S2,V1,41
56,2qbp,8.4,-11.424000000000001,"(-12.164, -10.815]",7,Tyrosine-protein phosphatase non-receptor type 1,H1,S2,V1,96
56,2qbq,7.44,-10.118400000000001,"(-10.815, -9.466]",6,Tyrosine-protein phosphatase non-receptor type 1,H1,S2,V1,100
56,2qbr,6.33,-8.6088,"(-9.466, -8.116]",5,Tyrosine-protein phosphatase non-receptor type 1,H1,S2,V1,90
57,1c5z,4.01,-5.4536,"(-6.767, -5.418]",3,Urokinase-type plasminogen activator,H1,S1,V1,80
57,1o5b,5.77,-7.8472,"(-8.116, -6.767]",4,Urokinase-type plasminogen activator,H1,S1,V1,90
57,1owh,7.4,-10.064000000000002,"(-10.815, -9.466]",6,Urokinase-type plasminogen activator,H1,S1,V1,91
57,1sqa,9.21,-12.525600000000003,"(-13.513, -12.164]",8,Urokinase-type plasminogen activator,H1,S1,V1,92
57,3kgp,2.57,-3.4952,"(-4.069, -2.72]",1,Urokinase-type plasminogen activator,H1,S1,V1,65
